# Android 10 (API 29) - @RequiresPermission Annotations
# Total methods: 945
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.content.rollback.RollbackManager|expireRollbackForPackage|android.permission.TEST_MANAGE_ROLLBACKS
android.content.rollback.RollbackManager|getAvailableRollbacks|android.permission.TEST_MANAGE_ROLLBACKS, android.permission.MANAGE_ROLLBACKS
android.content.rollback.RollbackManager|reloadPersistedData|android.permission.TEST_MANAGE_ROLLBACKS
android.content.that|registerReceiverAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.that|removeStickyBroadcast|android.permission.BROADCAST_STICKY
android.content.that|removeStickyBroadcastAsUser|android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS
android.content.that|sendBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendOrderedBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendOrderedBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendOrderedBroadcastAsUser|android.permission.INTERACT_ACROSS_USERS
android.content.that|sendStickyBroadcast|android.permission.BROADCAST_STICKY
android.content.that|sendStickyBroadcastAsUser|android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS
android.content.that|sendStickyBroadcastAsUser|android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS
android.content.that|sendStickyOrderedBroadcast|android.permission.BROADCAST_STICKY
android.content.that|sendStickyOrderedBroadcastAsUser|android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS
android.content.that|startActivitiesAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.that|startActivityAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.content.that|startActivityAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.hardware.camera2.CameraManager|openCamera|android.permission.CAMERA
android.hardware.camera2.CameraManager|openCamera|android.permission.CAMERA
android.hardware.display.ColorDisplayManager|areAccessibilityTransformsEnabled|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|getNightDisplayAutoModeRaw|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|isDeviceColorManaged|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|isSaturationActivated|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setAppSaturationLevel|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setDisplayWhiteBalanceEnabled|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setNightDisplayActivated|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setNightDisplayAutoMode|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setNightDisplayColorTemperature|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setNightDisplayCustomEndTime|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setNightDisplayCustomStartTime|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.ColorDisplayManager|setSaturationLevel|android.permission.CONTROL_DISPLAY_COLOR_TRANSFORMS
android.hardware.display.DisplayManager|getAmbientBrightnessStats|android.permission.ACCESS_AMBIENT_LIGHT_STATS
android.hardware.display.DisplayManager|getBrightnessConfiguration|android.permission.CONFIGURE_DISPLAY_BRIGHTNESS
android.hardware.display.DisplayManager|getBrightnessEvents|android.permission.BRIGHTNESS_SLIDER_USAGE
android.hardware.display.DisplayManager|getDefaultBrightnessConfiguration|android.permission.CONFIGURE_DISPLAY_BRIGHTNESS
android.hardware.display.DisplayManager|setBrightnessConfiguration|android.permission.CONFIGURE_DISPLAY_BRIGHTNESS
android.hardware.display.DisplayManager|setSaturationLevel|android.permission.CONTROL_DISPLAY_SATURATION
android.hardware.hdmi.is|addHotplugEventListener|android.permission.HDMI_CEC
android.hardware.hdmi.is|removeHotplugEventListener|android.permission.HDMI_CEC
android.hardware.hdmi.is|setStandbyMode|android.permission.HDMI_CEC
android.hardware.implementing|setSensorPrivacy|android.permission.MANAGE_SENSOR_PRIVACY
android.hardware.location.Callback|createClient|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|createClient|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|createClient|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|disableNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|enableNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|findNanoAppOnHub|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|getContextHubHandles|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|getContextHubInfo|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|getContextHubs|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|getNanoAppInstanceInfo|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|loadNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|loadNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|queryNanoApps|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|sendMessage|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|unloadNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.location.Callback|unloadNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.location.ContextHubClient|sendMessageToNanoApp|android.permission.LOCATION_HARDWARE
android.hardware.radio.ProgramInfo|addAnnouncementListener|android.permission.ACCESS_BROADCAST_RADIO
android.hardware.radio.ProgramInfo|addAnnouncementListener|android.permission.ACCESS_BROADCAST_RADIO
android.hardware.radio.ProgramInfo|listModules|android.permission.ACCESS_BROADCAST_RADIO
android.hardware.radio.ProgramInfo|openTuner|android.permission.ACCESS_BROADCAST_RADIO
android.hardware.radio.ProgramInfo|removeAnnouncementListener|android.permission.ACCESS_BROADCAST_RADIO
android.hardware.usb.UsbManager|getDeviceList|android.permission.MANAGE_USB
android.hardware.usb.UsbManager|grantPermission|android.permission.MANAGE_USB
android.hardware.usb.UsbManager|setUsbDeviceConnectionHandler|android.permission.MANAGE_USB
android.hardware.usb.UsbPort|setRoles|android.permission.MANAGE_USB
android.location.LocationRequest|isLocationSettingsIgnored|android.permission.WRITE_SECURE_SETTINGS
android.location.Nmea|flushGnssBatch|android.permission.LOCATION_HARDWARE
android.location.Nmea|getGnssBatchSize|android.permission.LOCATION_HARDWARE
android.location.Nmea|registerGnssBatchedLocationCallback|android.permission.LOCATION_HARDWARE
android.location.to|setExtraLocationControllerPackage|android.permission.LOCATION_HARDWARE
android.location.to|setExtraLocationControllerPackageEnabled|android.permission.LOCATION_HARDWARE
android.location.to|setLocationControllerExtraPackage|android.permission.LOCATION_HARDWARE
android.location.to|setLocationControllerExtraPackageEnabled|android.permission.LOCATION_HARDWARE
android.location.to|unregisterGnssBatchedLocationCallback|android.permission.LOCATION_HARDWARE
android.media.AudioManager|forceVolumeControlStream|android.permission.MODIFY_PHONE_STATE
android.media.AudioManager|getMaxVolumeIndexForAttributes|android.permission.MODIFY_AUDIO_ROUTING
android.media.AudioManager|getMinVolumeIndexForAttributes|android.permission.MODIFY_AUDIO_ROUTING
android.media.AudioManager|getVolumeIndexForAttributes|android.permission.MODIFY_AUDIO_ROUTING
android.media.AudioManager|setVolumeIndexForAttributes|android.permission.MODIFY_AUDIO_ROUTING
android.media.AudioServerStateCallback|getAudioProductStrategies|android.permission.MODIFY_AUDIO_ROUTING
android.media.AudioServerStateCallback|getAudioVolumeGroups|android.permission.MODIFY_AUDIO_ROUTING
android.media.AudioSource|isSystemOnlyAudioSource|android.permission.CAPTURE_AUDIO_OUTPUT, android.permission.CAPTURE_AUDIO_HOTWORD
android.media.BlockingFocusResultReceiver|dispatchAudioFocusChange|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|registerAudioPolicy|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|setFocusRequestResult|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|unregisterAudioPolicy|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|unregisterAudioPolicyAsync|android.permission.MODIFY_AUDIO_ROUTING
android.media.RingtoneManager|enableSyncFromParent|android.permission.WRITE_SECURE_SETTINGS
android.media.ServiceEventHandlerDelegate|requestAudioFocus|android.permission.MODIFY_PHONE_STATE
android.media.ServiceEventHandlerDelegate|requestAudioFocus|android.permission.MODIFY_AUDIO_ROUTING, android.permission.MODIFY_PHONE_STATE
android.media.ServiceEventHandlerDelegate|requestAudioFocus|android.permission.MODIFY_AUDIO_ROUTING
android.media.audiofx.SourceDefaultEffect|release|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.audiofx.StreamDefaultEffect|release|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.session.MediaSessionManager|setOnMediaKeyListener|android.permission.SET_MEDIA_KEY_LISTENER
android.media.session.MediaSessionManager|setOnVolumeKeyLongPressListener|android.permission.SET_VOLUME_KEY_LONG_PRESS_LISTENER
android.media.soundtrigger.Model|getModelState|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|isRecognitionActive|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|loadSoundModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|startRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|stopRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|unloadSoundModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.SoundTriggerManager|createSoundTriggerDetector|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.SoundTriggerManager|deleteModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.SoundTriggerManager|getModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.SoundTriggerManager|updateModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.should|startRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.should|stopRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.tv.HardwareCallback|acquireTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|acquireTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|addBlockedRating|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.HardwareCallback|captureFrame|android.permission.CAPTURE_TV_INPUT
android.media.tv.HardwareCallback|getAvailableTvStreamConfigList|android.permission.CAPTURE_TV_INPUT
android.media.tv.HardwareCallback|getHardwareList|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|getTvContentRatingSystemList|android.permission.READ_CONTENT_RATING_SYSTEMS
android.media.tv.HardwareCallback|isSingleSessionActive|android.permission.CAPTURE_TV_INPUT
android.media.tv.HardwareCallback|notifyPreviewProgramAddedToWatchNext|android.permission.NOTIFY_TV_INPUTS
android.media.tv.HardwareCallback|notifyPreviewProgramBrowsableDisabled|android.permission.NOTIFY_TV_INPUTS
android.media.tv.HardwareCallback|notifyWatchNextProgramBrowsableDisabled|android.permission.NOTIFY_TV_INPUTS
android.media.tv.HardwareCallback|releaseTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|removeBlockedRating|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.HardwareCallback|setParentalControlsEnabled|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.TvView|setMain|android.permission.CHANGE_HDMI_CEC_ACTIVE_SOURCE
android.media.tv.TvView|unblockContent|android.permission.MODIFY_PARENTAL_CONTROLS
android.net.CallbackHandler|factoryReset|android.permission.ACCESS_NETWORK_STATE
android.net.CallbackHandler|registerDefaultNetworkCallback|android.permission.ACCESS_NETWORK_STATE
android.net.CallbackHandler|registerDefaultNetworkCallback|android.permission.ACCESS_NETWORK_STATE
android.net.CallbackHandler|registerNetworkCallback|android.permission.ACCESS_NETWORK_STATE
android.net.CallbackHandler|registerNetworkCallback|android.permission.ACCESS_NETWORK_STATE
android.net.CallbackHandler|registerNetworkCallback|android.permission.ACCESS_NETWORK_STATE
android.net.CallbackHandler|setAcceptPartialConnectivity|android.permission.NETWORK_STACK
android.net.CallbackHandler|setAcceptUnvalidated|android.permission.NETWORK_SETTINGS
android.net.CallbackHandler|setAvoidUnvalidated|android.permission.NETWORK_SETTINGS
android.net.CallbackHandler|shouldAvoidBadWifi|android.permission.NETWORK_STACK
android.net.CallbackHandler|startCaptivePortalApp|android.permission.CONNECTIVITY_INTERNAL
android.net.ConnectivityManager|getActiveLinkProperties|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getActiveNetwork|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getActiveNetworkForUid|android.permission.CONNECTIVITY_INTERNAL
android.net.ConnectivityManager|getActiveNetworkInfo|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getActiveNetworkInfoForUid|android.permission.CONNECTIVITY_INTERNAL
android.net.ConnectivityManager|getAllNetworkInfo|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getAllNetworks|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getAlwaysOnVpnPackageForUser|android.permission.CONTROL_ALWAYS_ON_VPN
android.net.ConnectivityManager|getCaptivePortalServerUrl|android.permission.LOCAL_MAC_ADDRESS
android.net.ConnectivityManager|getLinkProperties|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getLinkProperties|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getNetworkCapabilities|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getNetworkForType|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getNetworkInfo|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getNetworkInfo|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getNetworkPreference|android.permission.ACCESS_NETWORK_STATE
android.net.ConnectivityManager|getVpnLockdownWhitelist|android.permission.CONTROL_ALWAYS_ON_VPN
android.net.ConnectivityManager|isVpnLockdownEnabled|android.permission.CONTROL_ALWAYS_ON_VPN
android.net.ConnectivityManager|setAlwaysOnVpnPackageForUser|android.permission.CONTROL_ALWAYS_ON_VPN
android.net.IpSecTunnelInterface|addAddress|android.permission.MANAGE_IPSEC_TUNNELS
android.net.IpSecTunnelInterface|applyTunnelModeTransform|android.permission.MANAGE_IPSEC_TUNNELS
android.net.IpSecTunnelInterface|createIpSecTunnelInterface|android.permission.MANAGE_IPSEC_TUNNELS
android.net.IpSecTunnelInterface|removeAddress|android.permission.MANAGE_IPSEC_TUNNELS
android.net.NattKeepaliveCallback|startNattKeepalive|android.permission.MANAGE_IPSEC_TUNNELS, android.permission.PACKET_KEEPALIVE_OFFLOAD
android.net.NattKeepaliveCallback|stopNattKeepalive|android.permission.MANAGE_IPSEC_TUNNELS, android.permission.PACKET_KEEPALIVE_OFFLOAD
android.net.NetworkScoreManager|clearScores|android.permission.SCORE_NETWORKS, android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|disableScoring|android.permission.SCORE_NETWORKS, android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|getActiveScorer|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|getActiveScorerPackage|android.permission.SCORE_NETWORKS, android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|getAllValidScorers|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|isCallerActiveScorer|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|registerNetworkScoreCache|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|registerNetworkScoreCache|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|requestScores|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|setActiveScorer|android.permission.SCORE_NETWORKS, android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|unregisterNetworkScoreCache|android.permission.REQUEST_NETWORK_SCORES
android.net.NetworkScoreManager|updateScores|android.permission.SCORE_NETWORKS
android.net.OnStartTetheringCallback|startTethering|android.permission.TETHER_PRIVILEGED
android.net.OnStartTetheringCallback|startTethering|android.permission.TETHER_PRIVILEGED
android.net.OnStartTetheringCallback|stopTethering|android.permission.TETHER_PRIVILEGED
android.net.OnTetheringEventCallback|getLastTetherError|android.permission.ACCESS_NETWORK_STATE
android.net.OnTetheringEventCallback|getLatestTetheringEntitlementResult|android.permission.TETHER_PRIVILEGED
android.net.OnTetheringEventCallback|getTetherableBluetoothRegexs|android.permission.ACCESS_NETWORK_STATE
android.net.OnTetheringEventCallback|getTetherableUsbRegexs|android.permission.ACCESS_NETWORK_STATE
android.net.OnTetheringEventCallback|getTetherableWifiRegexs|android.permission.ACCESS_NETWORK_STATE
android.net.OnTetheringEventCallback|isActiveNetworkMetered|android.permission.ACCESS_NETWORK_STATE
android.net.OnTetheringEventCallback|isNetworkSupported|android.permission.ACCESS_NETWORK_STATE
android.net.OnTetheringEventCallback|registerTetheringEventCallback|android.permission.TETHER_PRIVILEGED
android.net.OnTetheringEventCallback|setAirplaneMode|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.OnTetheringEventCallback|setGlobalProxy|android.permission.CONNECTIVITY_INTERNAL
android.net.OnTetheringEventCallback|unregisterTetheringEventCallback|android.permission.TETHER_PRIVILEGED
android.net.PacketKeepalive|getTetherableIfaces|android.permission.ACCESS_NETWORK_STATE
android.net.PacketKeepalive|getTetheredIfaces|android.permission.ACCESS_NETWORK_STATE
android.net.PacketKeepalive|getTetheringErroredIfaces|android.permission.ACCESS_NETWORK_STATE
android.net.PacketKeepalive|isTetheringSupported|android.permission.WRITE_SETTINGS, android.permission.TETHER_PRIVILEGED
android.net.PacketKeepalive|requestRouteToHost|android.permission.PACKET_KEEPALIVE_OFFLOAD
android.net.of|buildTunnelModeTransform|android.permission.MANAGE_IPSEC_TUNNELS
android.net.that|describeContents|android.permission.NETWORK_SIGNAL_STRENGTH_WAKEUP
android.net.wifi.EasyConnectCallbackProxy|addOnWifiUsabilityStatsListener|android.permission.WIFI_UPDATE_USABILITY_STATS_SCORE
android.net.wifi.EasyConnectCallbackProxy|removeOnWifiUsabilityStatsListener|android.permission.WIFI_UPDATE_USABILITY_STATS_SCORE
android.net.wifi.EasyConnectCallbackProxy|updateWifiUsabilityScore|android.permission.WIFI_UPDATE_USABILITY_STATS_SCORE
android.net.wifi.HiddenNetwork|describeContents|android.permission.NETWORK_STACK
android.net.wifi.MulticastLock|enableVerboseLogging|android.permission.NETWORK_SETTINGS
android.net.wifi.MulticastLock|startSubscriptionProvisioning|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.NetworkRequestMatchCallbackProxy|getMaxNumberOfNetworkSuggestionsPerApp|android.permission.CHANGE_WIFI_STATE
android.net.wifi.NetworkRequestMatchCallbackProxy|getPasspointConfigurations|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.NetworkRequestMatchCallbackProxy|getWifiApConfiguration|android.permission.ACCESS_WIFI_STATE
android.net.wifi.NetworkRequestMatchCallbackProxy|getWifiApState|android.permission.ACCESS_WIFI_STATE
android.net.wifi.NetworkRequestMatchCallbackProxy|isWifiApEnabled|android.permission.ACCESS_WIFI_STATE
android.net.wifi.NetworkRequestMatchCallbackProxy|notifyUserOfApBandConversion|android.permission.NETWORK_SETTINGS
android.net.wifi.NetworkRequestMatchCallbackProxy|registerNetworkRequestMatchCallback|android.permission.NETWORK_SETTINGS
android.net.wifi.NetworkRequestMatchCallbackProxy|removePasspointConfiguration|android.permission.NETWORK_SETTINGS
android.net.wifi.NetworkRequestMatchCallbackProxy|setWifiApConfiguration|android.permission.CHANGE_WIFI_STATE
android.net.wifi.NetworkRequestMatchCallbackProxy|startScan|android.permission.UPDATE_DEVICE_STATS
android.net.wifi.NetworkRequestMatchCallbackProxy|unregisterNetworkRequestMatchCallback|android.permission.NETWORK_SETTINGS
android.net.wifi.ParcelableRttResults|startRanging|android.permission.LOCATION_HARDWARE
android.net.wifi.ParcelableRttResults|stopRanging|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|getScanResults|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|registerScanListener|android.permission.NETWORK_STACK
android.net.wifi.PnoNetwork|setScanningEnabled|android.permission.NETWORK_STACK
android.net.wifi.PnoNetwork|startBackgroundScan|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|startBackgroundScan|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|startDisconnectedPnoScan|android.permission.NETWORK_STACK
android.net.wifi.PnoNetwork|startScan|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|startScan|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|stopBackgroundScan|android.permission.LOCATION_HARDWARE
android.net.wifi.PnoNetwork|stopPnoScan|android.permission.NETWORK_STACK
android.net.wifi.PnoNetwork|stopScan|android.permission.LOCATION_HARDWARE
android.net.wifi.ResponderCallback|disableResponder|android.permission.LOCATION_HARDWARE
android.net.wifi.ResponderCallback|enableResponder|android.permission.LOCATION_HARDWARE
android.net.wifi.RttCapabilities|getRttCapabilities|android.permission.LOCATION_HARDWARE
android.net.wifi.ServiceHandler|connect|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.ServiceHandler|connect|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.ServiceHandler|disable|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.ServiceHandler|disableEphemeralNetwork|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS
android.net.wifi.ServiceHandler|forget|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.ServiceHandler|save|android.permission.NETWORK_STACK, android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.SoftApCallbackProxy|registerSoftApCallback|android.permission.NETWORK_SETTINGS
android.net.wifi.SoftApCallbackProxy|unregisterSoftApCallback|android.permission.NETWORK_SETTINGS
android.net.wifi.TrafficStateCallbackProxy|getFactoryMacAddresses|android.permission.NETWORK_SETTINGS
android.net.wifi.TrafficStateCallbackProxy|registerTrafficStateCallback|android.permission.NETWORK_SETTINGS
android.net.wifi.TrafficStateCallbackProxy|setDeviceMobilityState|android.permission.WIFI_SET_DEVICE_MOBILITY_STATE
android.net.wifi.TrafficStateCallbackProxy|startEasyConnectAsConfiguratorInitiator|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.TrafficStateCallbackProxy|startEasyConnectAsEnrolleeInitiator|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.TrafficStateCallbackProxy|stopEasyConnectSession|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.TrafficStateCallbackProxy|unregisterTrafficStateCallback|android.permission.NETWORK_SETTINGS
android.net.wifi.WifiManager|getAllMatchingWifiConfigs|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.WifiManager|getMatchingOsuProviders|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.WifiManager|getMatchingPasspointConfigsForOsuProviders|android.permission.NETWORK_SETTINGS, android.permission.NETWORK_SETUP_WIZARD
android.net.wifi.p2p.P2pHandler|connect|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.P2pHandler|createGroup|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.P2pHandler|createGroup|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.P2pHandler|discoverPeers|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.P2pHandler|listen|android.permission.NETWORK_SETTINGS
android.net.wifi.p2p.calls|addLocalService|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.calls|discoverServices|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.calls|factoryReset|android.permission.NETWORK_SETTINGS
android.net.wifi.p2p.calls|requestDeviceInfo|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.calls|requestGroupInfo|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.calls|requestOngoingPeerConfig|android.permission.NETWORK_STACK
android.net.wifi.p2p.calls|requestPeers|android.permission.ACCESS_FINE_LOCATION
android.net.wifi.p2p.calls|setOngoingPeerConfig|android.permission.NETWORK_STACK
android.net.will|prepareAndAuthorize|android.permission.CONTROL_VPN
android.nfc.cardemulation.CardEmulation|setOffHostForService|android.permission.NFC
android.nfc.cardemulation.CardEmulation|unsetOffHostForService|android.permission.NFC
android.nfc.final|addNfcUnlockHandler|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|disable|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|disable|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|disableNdefPush|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|enable|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|enableNdefPush|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|enableSecureNfc|android.permission.WRITE_SECURE_SETTINGS
android.nfc.final|removeNfcUnlockHandler|android.permission.WRITE_SECURE_SETTINGS
android.nfc.name|onTagDiscovered|android.permission.NFC_TRANSACTION_EVENT
android.os.AuthListener|approveReport|android.permission.APPROVE_INCIDENT_REPORTS
android.os.AuthListener|cancelAuthorization|android.permission.REQUEST_INCIDENT_REPORT_APPROVAL
android.os.AuthListener|deleteIncidentReports|android.permission.DUMP, android.permission.PACKAGE_USAGE_STATS
android.os.AuthListener|denyReport|android.permission.APPROVE_INCIDENT_REPORTS
android.os.AuthListener|getPendingReports|android.permission.APPROVE_INCIDENT_REPORTS
android.os.AuthListener|reportIncident|android.permission.DUMP, android.permission.PACKAGE_USAGE_STATS
android.os.AuthListener|requestAuthorization|android.permission.REQUEST_INCIDENT_REPORT_APPROVAL
android.os.AuthListener|requestAuthorization|android.permission.REQUEST_INCIDENT_REPORT_APPROVAL
android.os.BugreportCallback|cancelBugreport|android.permission.DUMP
android.os.BugreportCallback|startBugreport|android.permission.DUMP
android.os.RecoverySystem|cancelScheduledUpdate|android.permission.RECOVERY
android.os.RecoverySystem|installPackage|android.permission.RECOVERY
android.os.RecoverySystem|installPackage|android.permission.RECOVERY
android.os.RecoverySystem|processPackage|android.permission.RECOVERY
android.os.RecoverySystem|processPackage|android.permission.RECOVERY
